definition,workload,trajectory_id,turn,baseline_correctness,sft_correctness,baseline_correct,sft_correct,correct_delta,baseline_exp_dir,sft_exp_dir,baseline_prompt_tokens,sft_prompt_tokens,delta_prompt_tokens,baseline_completion_tokens,sft_completion_tokens,delta_completion_tokens,baseline_reasoning_tokens,sft_reasoning_tokens,delta_reasoning_tokens,baseline_reasoning_fraction,sft_reasoning_fraction,delta_reasoning_fraction,baseline_content_chars,sft_content_chars,delta_content_chars,baseline_pre_code_chars,sft_pre_code_chars,delta_pre_code_chars,baseline_code_chars,sft_code_chars,delta_code_chars,baseline_provider_visible_chars,sft_provider_visible_chars,delta_provider_visible_chars,baseline_feedback_chars,sft_feedback_chars,delta_feedback_chars
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_012,7,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,96633.0,105990.0,9357.0,7186.0,42189.0,35003.0,650.0,31674.0,31024.0,0.0904536598942388,0.7507644172651639,0.660310757370925,19729.0,26767.0,7038.0,208.0,2.0,-206.0,19511.0,26755.0,7244.0,19729.0,26767.0,7038.0,2072.0,2107.0,35.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_013,0,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,27790.0,27790.0,0.0,66503.0,41189.0,-25314.0,60048.0,31359.0,-28689.0,0.9029367096221224,0.7613440481682002,-0.14159266145392213,18619.0,24099.0,5480.0,662.0,2.0,-660.0,16570.0,24087.0,7517.0,18619.0,24099.0,5480.0,610.0,264.0,-346.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_013,1,Kernel Execution Timeout,Kernel Execution Timeout,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,34430.0,37705.0,3275.0,5895.0,29583.0,23688.0,102.0,19703.0,19601.0,0.017302798982188294,0.666024405908799,0.6487216069266106,16676.0,24121.0,7445.0,92.0,2.0,-90.0,16574.0,24109.0,7535.0,16676.0,24121.0,7445.0,1238.0,1618.0,380.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_013,2,Compilation error,Kernel Execution Timeout,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,40704.0,48229.0,7525.0,23995.0,30064.0,6069.0,13313.0,19794.0,6481.0,0.5548239216503438,0.6583954230973922,0.10357150144704841,30592.0,25083.0,-5509.0,378.0,2.0,-376.0,0.0,25071.0,25071.0,30592.0,25083.0,-5509.0,1292.0,1606.0,314.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_013,3,Compilation error,Kernel Execution Timeout,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,51736.0,59092.0,7356.0,15000.0,14910.0,-90.0,512.0,3103.0,2591.0,0.034133333333333335,0.20811535881958418,0.17398202548625086,42691.0,29704.0,-12987.0,164.0,2.0,-162.0,42517.0,29692.0,-12825.0,42691.0,29704.0,-12987.0,881.0,1645.0,764.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_013,4,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,66461.0,71545.0,5084.0,8437.0,23605.0,15168.0,593.0,10256.0,9663.0,0.070285646556833,0.43448421944503285,0.36419857288819985,22366.0,33440.0,11074.0,163.0,2.0,-161.0,22193.0,33428.0,11235.0,22366.0,33440.0,11074.0,769.0,1552.0,783.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_013,5,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,74561.0,85508.0,10947.0,10604.0,28225.0,17621.0,3037.0,14975.0,11938.0,0.28640135797812144,0.5305580159433126,0.2441566579651912,21608.0,33122.0,11514.0,235.0,2.0,-233.0,21363.0,33110.0,11747.0,21608.0,33122.0,11514.0,326.0,1555.0,1229.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_013,6,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,82230.0,99375.0,17145.0,7420.0,53575.0,46155.0,59.0,40318.0,40259.0,0.007951482479784366,0.7525524965002334,0.744601014020449,20978.0,33193.0,12215.0,109.0,2.0,-107.0,20859.0,33181.0,12322.0,20978.0,33193.0,12215.0,259.0,1543.0,1284.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_013,7,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,89694.0,113229.0,23535.0,7374.0,28127.0,20753.0,439.0,15632.0,15193.0,0.05953349606726336,0.555764923383226,0.49623142731596265,19843.0,31207.0,11364.0,129.0,2.0,-127.0,19704.0,31195.0,11491.0,19843.0,31207.0,11364.0,259.0,2441.0,2182.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_014,0,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,27790.0,27790.0,0.0,76906.0,16070.0,-60836.0,62330.0,5743.0,-56587.0,0.8104699243231998,0.35737398879900434,-0.4530959355241954,40842.0,25666.0,-15176.0,764.0,2.0,-762.0,40068.0,25654.0,-14414.0,40842.0,25666.0,-15176.0,818.0,1489.0,671.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_014,1,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,42596.0,38722.0,-3874.0,11886.0,31293.0,19407.0,383.0,21302.0,20919.0,0.03222278310617533,0.6807273192087687,0.6485045361025934,33022.0,25193.0,-7829.0,175.0,2.0,-173.0,32837.0,25181.0,-7656.0,33022.0,25193.0,-7829.0,259.0,1786.0,1527.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_014,2,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,54203.0,49409.0,-4794.0,12597.0,16578.0,3981.0,911.0,7039.0,6128.0,0.0723188060649361,0.42459886596694413,0.35228005990200806,33544.0,23925.0,-9619.0,176.0,2.0,-174.0,33358.0,23913.0,-9445.0,33544.0,23925.0,-9619.0,10197.0,1481.0,-8716.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_014,3,Numerical error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,70343.0,59553.0,-10790.0,10369.0,35643.0,25274.0,161.0,26144.0,25983.0,0.015527051788986402,0.7334960581320316,0.7179690063430452,28306.0,23585.0,-4721.0,214.0,2.0,-212.0,28082.0,23573.0,-4509.0,28306.0,23585.0,-4721.0,1813.0,1481.0,-332.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_014,4,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,81217.0,69657.0,-11560.0,19177.0,26423.0,7246.0,8379.0,16914.0,8535.0,0.43692965531626426,0.6401241342769557,0.20319447896069143,30905.0,23601.0,-7304.0,416.0,2.0,-414.0,30479.0,23589.0,-6890.0,30905.0,23601.0,-7304.0,7096.0,1481.0,-5615.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_014,5,Numerical error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,95093.0,79771.0,-15322.0,14115.0,49030.0,34915.0,3345.0,39602.0,36257.0,0.23698193411264612,0.8077095655720987,0.5707276314594526,30747.0,23554.0,-7193.0,233.0,2.0,-231.0,30504.0,23542.0,-6962.0,30747.0,23554.0,-7193.0,1106.0,1481.0,375.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_014,6,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,106322.0,89804.0,-16518.0,12226.0,26348.0,14122.0,2398.0,16755.0,14357.0,0.19613937510224114,0.6359116441475634,0.4397722690453223,28158.0,23943.0,-4215.0,319.0,2.0,-317.0,27829.0,23931.0,-3898.0,28158.0,23943.0,-4215.0,4693.0,1481.0,-3212.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_014,7,Numerical error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,117819.0,100002.0,-17817.0,10003.0,16753.0,6750.0,22.0,7478.0,7456.0,0.0021993401979406176,0.4463678147197517,0.4441684745218111,28107.0,22986.0,-5121.0,129.0,2.0,-127.0,27968.0,22974.0,-4994.0,28107.0,22986.0,-5121.0,1108.0,1481.0,373.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_015,0,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,27790.0,27790.0,0.0,38354.0,21134.0,-17220.0,9908.0,12705.0,2797.0,0.25833029149502007,0.6011640011356109,0.3428337096405908,85102.0,20712.0,-64390.0,166.0,2.0,-164.0,79265.0,20700.0,-58565.0,85102.0,20712.0,-64390.0,413.0,1340.0,927.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_015,1,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,56344.0,36606.0,-19738.0,10011.0,19936.0,9925.0,412.0,11828.0,11416.0,0.04115472979722305,0.5932985553772071,0.5521438255799841,27253.0,20130.0,-7123.0,2.0,2.0,0.0,27241.0,20118.0,-7123.0,27253.0,20130.0,-7123.0,496.0,427.0,-69.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_015,2,Runtime error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,66114.0,44828.0,-21286.0,10101.0,33571.0,23470.0,481.0,25415.0,24934.0,0.047619047619047616,0.7570522176878853,0.7094331700688377,27323.0,20391.0,-6932.0,2.0,2.0,0.0,27311.0,20379.0,-6932.0,27323.0,20391.0,-6932.0,1560.0,2351.0,791.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_015,3,Numerical error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,76252.0,53834.0,-22418.0,10351.0,12468.0,2117.0,519.0,4330.0,3811.0,0.05014008308376002,0.34728905999358356,0.29714897690982356,28076.0,20572.0,-7504.0,341.0,2.0,-339.0,27725.0,20560.0,-7165.0,28076.0,20572.0,-7504.0,1438.0,1890.0,452.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_015,4,Runtime error,Extraction error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,86576.0,62694.0,-23882.0,26083.0,81920.0,55837.0,16125.0,81920.0,65795.0,0.6182187631790822,1.0,0.3817812368209178,28759.0,0.0,-28759.0,453.0,0.0,-453.0,28296.0,0.0,-28296.0,28759.0,0.0,-28759.0,1558.0,174.0,-1384.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_015,5,Runtime error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,97049.0,62746.0,-34303.0,16884.0,23409.0,6525.0,5225.0,15476.0,10251.0,0.30946458185264153,0.6611132470417361,0.3516486651890946,34231.0,19835.0,-14396.0,241.0,2.0,-239.0,33980.0,19823.0,-14157.0,34231.0,19835.0,-14396.0,2526.0,1891.0,-635.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_015,6,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,109484.0,71402.0,-38082.0,11142.0,37386.0,26244.0,2148.0,28252.0,26104.0,0.19278406031233172,0.7556839458620874,0.5628998855497557,25080.0,22712.0,-2368.0,154.0,2.0,-152.0,24916.0,22700.0,-2216.0,25080.0,22712.0,-2368.0,6826.0,1888.0,-4938.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_015,7,Runtime error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,120791.0,81242.0,-39549.0,8930.0,22435.0,13505.0,36.0,13301.0,13265.0,0.004031354983202688,0.5928682861600179,0.5888369311768151,24520.0,22712.0,-1808.0,2.0,2.0,0.0,24508.0,22700.0,-1808.0,24520.0,22712.0,-1808.0,1801.0,1888.0,87.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_016,0,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,29536.0,29536.0,0.0,11644.0,36458.0,24814.0,6070.0,26607.0,20537.0,0.5212985228443834,0.7297986724450052,0.2085001496006218,16616.0,25100.0,8484.0,2.0,2.0,0.0,16604.0,25088.0,8484.0,16616.0,25100.0,8484.0,1667.0,6002.0,4335.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_016,1,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,35672.0,41152.0,5480.0,9038.0,40714.0,31676.0,5937.0,27549.0,21612.0,0.6568931179464483,0.676646853662131,0.01975373571568262,9065.0,33371.0,24306.0,2.0,2.0,0.0,9053.0,33359.0,24306.0,9065.0,33371.0,24306.0,4144.0,2454.0,-1690.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_016,2,Kernel Execution Timeout,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,39985.0,55191.0,15206.0,10935.0,26029.0,15094.0,6503.0,15451.0,8948.0,0.5946959304983996,0.5936071305082792,-0.0010887999901204592,13358.0,26871.0,13513.0,2.0,2.0,0.0,13346.0,26859.0,13513.0,13358.0,26871.0,13513.0,1991.0,2516.0,525.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_016,3,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,45124.0,66734.0,21610.0,9035.0,21293.0,12258.0,1435.0,8783.0,7348.0,0.1588267847260653,0.4124829756257925,0.25365619089972724,22792.0,31033.0,8241.0,2.0,2.0,0.0,22780.0,31021.0,8241.0,22792.0,31033.0,8241.0,1638.0,897.0,-741.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_016,4,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,53272.0,79558.0,26286.0,5441.0,36581.0,31140.0,1886.0,24562.0,22676.0,0.34662745818783314,0.6714414586807359,0.32481400049290277,10640.0,29751.0,19111.0,2.0,2.0,0.0,10628.0,29739.0,19111.0,10640.0,29751.0,19111.0,519.0,4141.0,3622.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_016,5,Compilation error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,56969.0,93018.0,36049.0,9196.0,17707.0,8511.0,544.0,7472.0,6928.0,0.05915615484993476,0.42198000790647766,0.3628238530565429,25434.0,25787.0,353.0,2.0,2.0,0.0,25422.0,25775.0,353.0,25434.0,25787.0,353.0,445.0,1692.0,1247.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_016,6,Compilation error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,65756.0,103941.0,38185.0,8596.0,21896.0,13300.0,130.0,11663.0,11533.0,0.015123313168915775,0.5326543660942638,0.517531052925348,25271.0,25795.0,524.0,2.0,2.0,0.0,25259.0,25783.0,524.0,25271.0,25795.0,524.0,1564.0,1692.0,128.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_016,7,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,74663.0,114862.0,40199.0,8720.0,22799.0,14079.0,648.0,10267.0,9619.0,0.07431192660550459,0.4503267687179262,0.37601484211242164,24212.0,32904.0,8692.0,2.0,2.0,0.0,24200.0,32892.0,8692.0,24212.0,32904.0,8692.0,977.0,3056.0,2079.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_017,0,Runtime error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,29536.0,29536.0,0.0,24507.0,16126.0,-8381.0,10649.0,6423.0,-4226.0,0.43452891010731626,0.3983008805655463,-0.03622802954176996,40428.0,24373.0,-16055.0,1135.0,2.0,-1133.0,38791.0,24361.0,-14430.0,40428.0,24373.0,-16055.0,4400.0,1761.0,-2639.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_017,1,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,44927.0,39760.0,-5167.0,11373.0,34518.0,23145.0,1326.0,25109.0,23783.0,0.11659192825112108,0.7274175792340228,0.6108256509829018,28800.0,23604.0,-5196.0,197.0,2.0,-195.0,28593.0,23592.0,-5001.0,28800.0,23604.0,-5196.0,618.0,2356.0,1738.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_017,2,Kernel Execution Timeout,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,55156.0,50024.0,-5132.0,8889.0,45665.0,36776.0,195.0,36295.0,36100.0,0.021937225784677692,0.7948100295631227,0.772872803778445,23883.0,23596.0,-287.0,177.0,2.0,-175.0,23696.0,23584.0,-112.0,23883.0,23596.0,-287.0,2205.0,1529.0,-676.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_017,3,Runtime error,Extraction error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,64621.0,59990.0,-4631.0,7176.0,51056.0,43880.0,1052.0,51056.0,50004.0,0.14659977703455965,1.0,0.8534002229654404,17148.0,0.0,-17148.0,203.0,0.0,-203.0,16935.0,0.0,-16935.0,17148.0,0.0,-17148.0,2327.0,174.0,-2153.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_017,4,Runtime error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,71513.0,60042.0,-11471.0,10720.0,39192.0,28472.0,2971.0,29738.0,26767.0,0.27714552238805973,0.7587773014901,0.4816317791020403,22523.0,23597.0,1074.0,585.0,2.0,-583.0,21928.0,23585.0,1657.0,22523.0,23597.0,1074.0,2158.0,1529.0,-629.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_017,5,Kernel Execution Timeout,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,80023.0,70092.0,-9931.0,8163.0,17763.0,9600.0,724.0,8323.0,7599.0,0.08869288251868186,0.46855823903619886,0.379865356517517,21311.0,23860.0,2549.0,291.0,2.0,-289.0,21010.0,23848.0,2838.0,21311.0,23860.0,2549.0,2152.0,1516.0,-636.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_017,6,Kernel Execution Timeout,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,88224.0,80148.0,-8076.0,9723.0,22783.0,13060.0,2026.0,13353.0,11327.0,0.20837190167643732,0.5860948953166835,0.37772299364024614,22414.0,23848.0,1434.0,232.0,2.0,-230.0,22172.0,23836.0,1664.0,22414.0,23848.0,1434.0,1693.0,1516.0,-177.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_017,7,Compilation error,Correct,0,1,1,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,96551.0,90194.0,-6357.0,9823.0,24628.0,14805.0,1463.0,15290.0,13827.0,0.14893617021276595,0.6208380704888744,0.47190190027610845,26085.0,23582.0,-2503.0,326.0,2.0,-324.0,25749.0,23570.0,-2179.0,26085.0,23582.0,-2503.0,338.0,1521.0,1183.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_018,0,Compilation error,Compilation error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,29536.0,29536.0,0.0,81920.0,81920.0,0.0,6756.0,78567.0,71811.0,0.082470703125,0.95906982421875,0.8765991210937499,212225.0,8161.0,-204064.0,785.0,2.0,-783.0,194320.0,0.0,-194320.0,212225.0,8161.0,-204064.0,6778.0,1029.0,-5749.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_018,1,Compilation error,Runtime error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,106820.0,33152.0,-73668.0,12436.0,53628.0,41192.0,420.0,39462.0,39042.0,0.033772917336764234,0.7358469456254195,0.7020740282886553,32480.0,34772.0,2292.0,156.0,2.0,-154.0,32314.0,34760.0,2446.0,32480.0,34772.0,2292.0,6421.0,3211.0,-3210.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_018,2,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,120744.0,48503.0,-72241.0,10092.0,26561.0,16469.0,545.0,15760.0,15215.0,0.05400317082837892,0.593351153947517,0.5393479831191381,25380.0,26832.0,1452.0,150.0,2.0,-148.0,25220.0,26820.0,1600.0,25380.0,26832.0,1452.0,259.0,1984.0,1725.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_018,3,Compilation error,Extraction error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,130395.0,60093.0,-70302.0,7656.0,31660.0,24004.0,1501.0,31660.0,30159.0,0.19605538140020898,1.0,0.803944618599791,17382.0,0.0,-17382.0,234.0,0.0,-234.0,17138.0,0.0,-17138.0,17382.0,0.0,-17382.0,5523.0,174.0,-5349.0
mha_bwd_d128,38c3b07c-f006-5f5e-9860-ba214c805a6b,exp_018,4,Compilation error,Numerical error,0,0,0,/home/ubuntu/AccRL-exps/eval_runs/qwen36-27b-mha-bwd-d128,/home/ubuntu/AccRL-exps/eval_runs/2026-0624-0939-mha-bwd-d128,137937.0,60145.0,-77792.0,11971.0,17234.0,5263.0,215.0,5998.0,5783.0,0.017960070169576476,0.3480329581060694,0.3300728879364929,32425.0,28132.0,-4293.0,253.0,2.0,-251.0,32068.0,28120.0,-3948.0,32425.0,28132.0,-4293.0,10197.0,2341.0,-7856.0
